"","X","ID","Name","Age","Nationality","Overall","Potential","Club","Preferred.Foot","International.Reputation","Weak.Foot","Position","Jersey.Number","Contract.Valid.Until","Height","Weight","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle","GKDiving","GKHandling","GKKicking","GKPositioning","GKReflexes"
"2599",2599,230397,"Enaldo Toxeto",30,"Brazil",73.4627140958536,74.2673879922982,"Grêmio","Left",1,3,"LCB",4,"2021","5'11","174lbs",62.3222018835493,46.4962694685854,73.887183212399,67.8120786500957,51.2246441176883,57.9980119677729,49.1309360214311,42.5492018958655,70.5288837048082,72.0914502757233,65.5317706764825,69.4874633558559,54.72143773662,71.5770068184674,60.7309284610683,70.2740053935793,67.0702181853046,74.1689165792496,72.2853614835838,52.1868431939061,77.301468149543,73.0587721016922,40.8494934040629,34.0934989058579,67.1110084047073,64.2929815088752,71.156688636568,76.7343949076878,67.504709896238,12.5117857421511,7.59011484134473,13.4222324819437,5.53056690704263,11.9623167227686
"2600",2600,200446,"Camilo",29,"Brazil",74.4583923573067,74.0245007355763,"Querétaro","Right",1,4,"ST",7,"2022","5'7","159lbs",69.960927727938,74.0252335072806,67.4667846468194,65.5102590236153,75.8047947735376,76.868371008436,72.6425682924143,79.0605948187851,59.7665395869255,75.2698058868837,76.7605561900675,77.4388616007042,80.6012067397405,69.2868337397349,77.154048741178,78.4396717864557,76.276975752224,71.9964289359832,65.4709134836529,70.2940965028149,55.6954936169141,28.8160394047579,70.4765504597143,66.1621450748411,73.0471166372126,71.358209450576,20.4990242240966,37.6901963038196,33.2500474739724,13.6950872346518,5.87734085111974,11.6395798833618,6.30829785087969,9.96568120558926
"2601",2601,201982,"J. Schmid",28,"France",74.1049216425235,73.2957071175014,"FC Augsburg","Right",2,3,"RWB",17,"2020","5'10","174lbs",72.7279084812047,65.7815812542506,56.8903547788621,74.2209904610284,59.6066736694893,73.4250127237267,75.4771780761017,77.2579106368263,62.3630967143583,74.6814170637862,76.67699864198,79.5117175024493,76.3517192795805,73.8887427630744,79.1502059699926,73.8759773378594,64.9450066230754,78.8895152873609,73.2245877032111,67.5123954009911,76.88581213682,65.6514322740727,73.4212944855011,69.7938858445107,63.6225160299621,70.9437565480032,58.617368705862,68.7804644483936,63.8755036850871,15.1252332268325,7.64439725544384,6.78099860788171,9.77030920854049,7.75654099367943
"2602",2602,203774,"Welthon",26,"Brazil",73.8768481283847,76.3964875731135,"Vitória Guimarães","Left",1,3,"ST",7,"2022","5'11","176lbs",64.0967396197848,72.6176856420432,69.3622504880335,67.0328726980812,72.0241060060682,75.4229479867045,81.0290142715341,78.5255848416571,51.8200993682178,73.7931725697406,75.4138812142795,77.1201123260627,73.7013506199311,70.7610196378222,69.9233938057478,84.3464586134886,73.4306868214867,67.3532649957878,73.0068173156126,64.7843042587915,76.7732891504556,25.8204387508416,71.4712758106667,67.0701454813213,76.1445307884711,74.8505125482527,22.1900668225461,21.4527747964534,18.6266498329457,14.6239656797002,13.5234669448796,15.4816106253478,12.4697894805605,10.1659106775196
"2603",2603,206590,"Moi Gómez",24,"Spain",73.9069087767723,79.2623082799813,"SD Huesca","Right",1,5,"LCM",6,"Jun 30, 2019","5'9","143lbs",75.3039068708988,68.5972241948562,53.4867173164544,79.0120980861752,58.8401340474929,75.4761246273764,79.8013903419272,59.2495624405287,75.6582924835499,75.47570072409,71.3195254446918,67.7240992358239,78.1931396188977,68.0098118450263,78.6778041134849,68.0209998631804,74.4308145638236,75.659872829321,55.7662815096775,68.9342850889948,51.4493463221462,50.7417202159898,69.2406472067137,71.2834144216239,58.6625486730903,69.0408776815634,59.988571164504,47.505820692841,34.2959293339526,11.3866312450204,6.90546402014685,16.0689212017896,6.36578715505171,7.22922751837767
"2604",2604,192766,"Marc Muniesa",26,"Spain",74.7080285891907,77.5131039827177,"Girona FC","Left",1,3,"CB",20,"2021","5'10","159lbs",67.2515684410823,41.7365690183916,71.4394077431408,73.0867907795735,32.4058472458692,62.7520753551953,66.2483023107101,40.0951306338813,55.4660969274388,72.5865509279159,41.1895899981104,59.0253347798056,62.0828883925082,69.9124387235474,66.3511746594869,46.1137368298625,82.4962153088691,69.4442206848302,67.5918690425867,36.2132698910115,77.9857922296676,81.5853817859692,60.5089199311787,61.5560155919599,49.5347369415975,73.7412063220102,61.0139954890885,78.4555410359462,76.6330234043341,13.463545122249,13.260683927919,15.8415919216751,14.5898216096235,10.7459952110783
"2605",2605,198143,"Samu Saiz",27,"Spain",74.3085581554375,74.5083704427508,"Leeds United","Right",1,3,"CAM",14,"2021","5'9","150lbs",70.3573958422111,66.0820117360435,39.6994904731724,69.6433850640255,62.281854877948,79.1164707044302,79.3990435399168,68.083800331311,71.1176297463324,78.8834607486531,78.3482442014296,66.9767843062045,78.6578633761748,67.3758707432114,85.8115954827914,66.4820642982082,70.1298441531528,72.2376668809764,55.1798373139985,71.167908849919,51.546640072224,18.5551289049155,67.9391673699507,77.4764980214606,74.8486250602732,69.1043494561428,22.9125368142717,30.0907875525466,13.7905740258015,9.23955518655495,9.05713530324762,13.6310957028032,15.9823974820261,15.003584613741
"2606",2606,167936,"J. Sorbon",34,"France",72.8914449350247,73.3755764216634,"En Avant de Guingamp","Right",1,3,"LCB",15,"2020","6'0","174lbs",60.3716784269123,25.3068847656716,72.8894650441109,65.8253849283241,24.5893630436656,28.9300434521866,40.127787158809,34.1063262940964,55.5359449406662,64.5885154478439,32.3108152504495,37.2609287471777,46.1430267641781,70.8095212502667,69.1821344866052,42.6485242418131,62.1290805952967,49.4842449572932,72.2969756619237,29.440411153964,74.6109029301535,76.3510338489022,41.7802258285846,51.9874538587025,39.3935099274573,67.4262483026254,74.4686499984467,77.0371116449789,72.4241897969979,12.4405390860004,15.3627215479133,7.60474997322149,5.12285570259221,13.8611595097111
"2607",2607,169216,"S. Long",31,"Republic of Ireland",72.6562884755779,73.0001640169825,"Southampton","Right",2,2,"RS",9,"2020","5'10","154lbs",70.2682884022746,70.804852286735,73.9777468244923,61.1184265988813,68.2701780753163,69.6877524248615,53.5450146620876,36.7658864337267,49.8217339161289,68.4020234438453,78.7523663476123,77.7469741721782,67.9794105706313,73.8918337453203,71.7692360520989,75.2203182211926,93.9030191333952,66.8413407622298,68.1324712578356,65.3289711064932,80.0747156317534,42.3537355776153,75.0804184611511,62.8885287951664,71.5689805170863,68.264306515631,31.0957945435115,27.3899749625903,24.2083595800786,11.06988275199,12.8390662628288,10.1756378768252,11.1851314863006,10.0856431504578
"2608",2608,188416,"S. Wuytens",28,"Belgium",73.5967560363301,73.5807477972783,"AZ Alkmaar","Left",1,4,"CB",30,"2020","6'0","163lbs",67.6454759071337,50.7192488871028,74.0531806273054,75.5312827488204,59.3912534105162,62.8617371026342,74.4689509641919,75.1227334145801,76.127138777059,74.1757503834115,55.2669885857548,60.2187313191421,68.4332042419023,74.5802021078808,66.9303077577341,71.7737916601837,75.1670924892965,81.2457166510142,73.003118516276,67.7948997358502,61.7065579960508,74.639631560695,58.0824426968793,71.426428189061,56.9541578765287,75.0164136059402,75.647989659381,71.3421909464331,69.6625780774799,14.5235171914208,8.34512376666982,12.5894456510877,14.6607961723051,15.3272613557759
"2609",2609,198145,"S. Araujo",26,"Argentina",72.8452194450769,76.2321719198498,"UD Las Palmas","Right",1,4,"LF",10,"2023","5'11","174lbs",59.140859538769,71.756076868397,60.0450820705692,63.0469189211365,70.0487803559433,77.2009813212868,80.2747977578896,59.3856770102258,59.6024209189579,80.0990969038961,73.8034945622008,73.8864707903986,74.1892674095541,78.2720775700544,71.1076726773835,68.8194241167176,60.2171833121369,63.9853048435326,61.6357484982171,71.6072212136388,31.8952933307163,20.3514833232785,73.9981743479992,65.3682855962409,68.9641251001029,65.6536062011611,45.2966484210586,22.301500573178,27.8117546134082,12.90904133226,11.7428184103111,13.8003128340441,5.62788808385574,14.5173374485125
"2610",2610,200962,"André Martins",28,"Portugal",73.4839478108665,72.810621457089,"Legia Warszawa","Right",1,3,"LDM",24,"2019","5'7","134lbs",66.0352223460025,61.4656876426547,50.9260583352013,75.1305494633461,59.5275361710142,75.7204075503089,74.847438962803,72.4848666960457,71.6780658275748,77.423279208135,81.3851057311923,77.5897415132057,90.993163809979,73.9355630033409,90.5221537139568,65.3557643186708,62.8683537173944,72.6382020791286,33.8916841850413,60.8397981184411,55.2962907013045,62.8639469179131,69.892198178102,74.0253271027556,67.2153852292334,77.869730815937,60.6572131094312,52.2483477243616,47.3519512675758,15.8986320494833,9.77224675677817,8.07079838319045,10.097701454055,14.8191902268524
"2611",2611,206594,"S. March",23,"England",72.8063882426777,75.7564097174013,"Brighton & Hove Albion","Left",1,2,"CAM",20,"2022","5'11","170lbs",75.3674706992493,66.5274540555599,39.605078155943,70.1053879392614,54.0969188965179,78.9693683379428,70.6745109738264,64.0319668952421,63.9656454224853,74.0443014374727,77.9527879656514,81.8989336548175,77.8791110135691,63.9656755527216,77.4462761420878,74.6015058973609,35.0062425387589,68.3449119758668,61.0621881174158,71.0160925332586,55.4226227680795,29.9873049109025,65.5031453542874,72.4694566090846,55.5769646243677,68.1863016836788,63.1887815788459,50.2464671295384,42.3327176850148,8.74448559727796,10.2431942700846,7.72874636375624,12.85889758697,15.0829946207234
"2612",2612,210434,"F. Chafik",31,"Morocco",73.3679521128669,73.2121436220448,"Dijon FCO","Right",1,3,"RB",26,"2020","6'0","159lbs",67.8065657583351,45.7788629195243,51.982050485961,59.3324152840027,38.8126824738396,72.5751060887644,60.3623737497946,42.9969535112646,55.4417948934061,65.3287987721497,77.0777845667718,75.1015796498752,72.4638157748593,68.6402114915837,66.6718016853456,59.8150251572854,59.9537620950263,87.8620721016756,75.513813985176,65.921485578017,69.9045868271762,69.7726364067516,63.7389211161778,50.8289377534217,44.1015104561984,68.3761258598127,72.1662752430699,77.2539995552138,77.4781132121128,13.61280188812,8.17751656094966,5.20022379907259,8.82355818570772,8.76995063980544
"2613",2613,224258,"K. Ajer",20,"Norway",73.3702525842152,82.1984889391316,"Celtic","Right",1,3,"CB",3,"2022","6'5","207lbs",55.1854052074375,48.3038762889507,73.8506310846273,67.4120519147342,41.3459559045708,71.0262403511848,58.1784519527642,51.8653893931229,66.5501602947877,72.5005252487948,61.5298559555298,67.6317115972907,50.6555400058423,55.3513181973148,57.8956438320117,63.7207726157993,52.1005596380903,81.463138179104,87.7277814224346,53.2100976746812,75.5706222322592,68.1176046747095,51.9765954998425,63.6082250203713,48.5642132882716,74.959698438845,69.6578956528811,73.8321427778193,71.5668159222202,8.53369941234818,8.6113334514291,13.7197241118901,7.69142664553055,10.384429617316
"2614",2614,177922,"K. Grosicki",30,"Poland",72.9753658514052,72.3605009328244,"Hull City","Right",2,3,"LM",11,"2020","5'11","172lbs",69.7536017527925,67.280474010074,68.7893639257148,67.3591458355391,72.3742651153308,69.7909655052077,68.4764357207479,71.0864114572846,71.1759833427966,74.3768543763353,85.4355418126258,76.9199493516968,80.0465218603356,70.7622048245695,70.2677471900425,74.3439602201281,51.8522687571815,60.6234369340208,66.6130155683511,75.013761658723,43.1112930153251,48.2861230330857,71.4585545076625,74.0828025875788,67.731908004533,68.5195629887996,35.6169572287545,28.6925585621026,19.5636558701581,15.7744315830447,9.76015161221501,15.1787032993941,13.9432443934463,10.8182194681171
"2615",2615,188931,"Alex Bergantiños",33,"Spain",73.0107428329317,72.4838814076022,"Deportivo de La Coruña","Right",1,3,"CDM",4,"2019","5'9","154lbs",48.9074534569879,36.0825157003573,60.6643695085501,70.2063367458388,45.9466832303736,57.3658304247348,58.6563836689715,49.8397645368865,67.6133026539836,65.3873583670982,51.6786786238029,42.8247851001654,63.197822850315,71.6995684273593,69.8424459607298,59.5628947019787,77.440941200935,80.7729461218873,74.1007817176967,51.2576331485035,72.3290856757695,76.7815134821605,53.9367893880702,68.2756082006785,58.61028923263,65.0619302579558,75.5199249002314,74.6998927217356,67.2435784780029,11.705431140043,10.2908952370555,11.3706051329309,9.12443735619673,12.7556864154208
"2616",2616,179972,"E. Derdiyok",30,"Switzerland",72.2252068504788,73.0341616543645,"Galatasaray SK","Right",2,3,"ST",9,"2019","6'3","203lbs",60.0674635063686,76.4105708107829,79.7998055696991,71.3793876843599,78.36861107544,66.4461371710121,60.1541052411347,63.7504590754421,60.7866271064826,71.7563046615797,37.9034963921599,37.9462199898706,52.4520980162422,68.5865694469409,44.9925607010462,77.9081503124034,69.5226760508431,53.6086665181332,90.5464105597428,70.4606752079527,46.1396001545462,25.9095164208432,76.6870183786997,69.864767830073,67.3268441514484,69.7832295259851,28.0236755371765,29.0678579517877,18.0631952103616,6.28789758338246,14.5866778882727,9.81802460252702,7.14485687436079,12.7835189947533
"2617",2617,180228,"David Braz",31,"Brazil",72.8387116739165,72.8688019340967,"Sivasspor","Right",1,2,"LCB",40,"2019","6'2","181lbs",42.8859915098189,39.1896656012626,76.1314555890759,65.5307472175692,40.1265181561977,49.6420560400377,47.2758743254076,41.0620882205181,56.5780848470512,53.8763594443919,54.6270340983578,52.782805138867,52.5898258420193,65.9648984945501,43.6049468170179,63.0659061491249,52.2274912665255,52.9313153384253,79.4532941554507,49.5022978463425,74.1226761803978,74.0581539073049,46.4913594502637,40.8907206396232,49.4580430624935,71.1541554309127,75.0412443540867,73.8536469686027,71.3637932509431,15.5862286224971,6.61615808175857,6.73258822490215,15.5739170394024,11.6660450117678
"2618",2618,204549,"D. Roef",24,"Belgium",72.5590695480673,77.3302964396027,"Waasland-Beveren","Right",1,3,"GK",33,"Jun 30, 2019","6'2","190lbs",10.9890656371675,13.6116385530834,10.6125391105962,48.5285840736867,14.4885908365839,17.780673026557,11.2036942861747,18.8770231087549,45.5565489180442,24.6091513195912,52.4314696744072,49.0604668389087,45.6893059676309,69.4958202655406,49.6491086675851,40.2949699059449,65.2351164141386,37.7383466858309,72.9803728879102,11.9248230437817,27.2936689042668,11.3592512942793,10.5199959816857,40.783640912517,29.8906823703753,46.1690901858001,12.1397342661937,10.5890820175506,17.8158298316729,76.3656431883172,71.3520383927103,65.0708668015023,69.7764641940548,76.4947095164552
"2619",2619,189701,"Lombán",31,"Spain",72.778933306836,73.0725438975761,"Málaga CF","Right",1,3,"CB",18,"2020","6'1","174lbs",44.3712966390651,55.3066966543075,74.3944523953294,69.9472709378465,44.3229159884434,51.4316448652067,67.6190635216529,67.5295999959131,71.6543251665665,63.2219031915007,50.7302395530207,51.5919203799756,52.0023720172096,61.9174671110722,43.6103019579159,73.6150797935507,66.4106096221116,59.6686578354164,77.2914656235881,48.2034107112914,75.9393302681374,73.4528924279709,38.6600384955933,54.6174789993117,64.2710777388993,58.3447142347914,73.9821270715324,74.6983088489912,70.6531402459659,5.45171503824035,13.0853898710135,13.5803357668111,16.3916891235276,15.2905701849081
"2620",2620,150278,"J. Drobný",38,"Czech Republic",72.3677556124358,73.4548402179753,"SV Werder Bremen","Right",2,2,"GK",33,"2019","6'4","198lbs",13.5815279068455,13.3475112180526,12.0793606911246,35.5097456090132,18.5626808447495,15.3248054345601,11.4983056524204,12.1284852685368,32.8365868422193,22.3985771777473,34.7244866091584,36.456333244265,37.600300152946,73.486837829216,34.5021398027364,22.2145510969982,49.8458973751492,22.9528431154237,65.5929547039111,15.0305127865543,26.927541949451,14.1041109221511,8.12043417773405,21.3002183043277,23.7299626362064,42.0784727553478,13.0318873446537,13.4622506169423,12.8174294788096,73.7522392226145,74.3658802109937,45.2643781957586,74.3922311011705,73.5778240726622
"2621",2621,201223,"A. Acquah",26,"Ghana",73.2689044002976,74.008152959786,"Empoli","Right",1,2,"LCM",18,"2019","5'10","154lbs",63.5490035321583,59.0518966009295,59.9813154059814,74.3503150872641,50.3941594891301,76.3669754258431,53.7644423584482,53.7323564863974,67.1925031601669,70.1650466364287,78.5375960444774,75.9427021296428,77.9583491273047,74.3885633660551,79.233430471751,72.1241448302019,78.9476167204187,79.183618340605,77.6964664658982,64.9949780207474,79.3941605767056,74.4907385710636,71.9641219045342,70.6821267335849,59.7861368825182,67.0444409389449,66.4893923514288,75.9904696783179,76.5754272111487,11.578766944978,5.12090529996794,10.8274432754796,5.87807736870037,7.72225684559679
"2622",2622,203783,"T. Smith",26,"England",73.1354998765553,76.014227972021,"Huddersfield Town","Right",1,3,"RB",2,"2020","6'1","185lbs",74.147971966596,37.8256289631282,66.0765821866332,70.4894171635861,20.0906566583684,65.6239055940576,58.95560324137,40.6461138980664,61.9108276779105,70.370337074401,73.9276279395977,69.1189384238527,59.8236130524628,74.0375530286771,63.0446221662073,29.0707517726992,62.3454180463556,75.4379705067332,68.9479286582375,22.0105353875725,71.2345561256173,68.4292831561337,67.0196268832552,68.0595855833136,41.0021880671582,62.9334219405247,69.0783048264748,73.6829983335574,71.145542446688,15.3737707418098,14.3689762460312,13.4446745014499,13.9661263058154,8.10039662419382
"2623",2623,19975,"R. Nuzzolo",34,"Switzerland",73.404710042846,73.5396399552189,"Neuchâtel Xamax","Left",1,4,"ST",14,"2019","5'9","161lbs",74.5047015775979,75.7764591292175,57.0596486238907,73.8553711439293,74.9491879770268,72.3216030395095,71.0192117306166,74.6508379967272,69.2415800775861,74.8116897058593,75.28594018405,72.2057187124542,71.3184299581663,62.8275893535025,69.0343858130265,75.4434953753866,75.3166881056617,74.6742382465393,68.9902391352373,74.1587858901433,47.8074678545845,42.7149300702135,76.9790750877193,66.3505501925836,63.8794773781472,60.633286205334,22.5746698331948,47.9825970497355,46.1604419274317,9.09794197665927,11.9902765632634,7.75851328754843,14.7721003374861,10.1314974918342
"2624",2624,223751,"G. Jung",23,"Germany",72.4630406663433,80.0239386190728,"Hamburger SV","Right",1,3,"CB",28,"2022","6'2","168lbs",49.4588507802586,39.6191691656422,70.5541733710368,67.8450823050069,38.3336426246766,58.9661253223412,37.4948846005055,50.5822177186608,68.1438755894644,67.1945772119017,62.7816102518201,58.8880927262031,61.9171631998125,68.4319570820928,55.692027414296,49.476420461088,52.7692086783348,63.1867625165028,75.6061744351998,38.7489882764248,69.726262476276,74.6418511027823,29.0001621164245,56.7684639525274,54.1243562062209,63.0195307231826,74.3601369404228,76.4565013937082,73.399420131497,6.7203098989237,14.2971532945689,11.9933339465707,11.2701416171286,11.4952235693018
"2625",2625,176903,"M. Iturra",34,"Chile",73.5327881992928,72.9301972805101,"Villarreal CF","Left",2,3,"CDM",20,"2019","5'9","161lbs",56.4968364221056,26.7910353798452,49.8758663560306,69.1257904322897,53.1103450921613,61.004451931377,54.9296228337097,46.9990556711637,69.2961293198919,69.0231539304302,54.3685635554708,46.6282487967604,64.2524568465024,67.0115263795769,71.2378896913878,68.1619470487611,68.992424654628,68.7148096076651,65.9644539463558,58.868609339488,80.6825349267853,76.6468485919021,51.9812958717937,64.4367114991243,40.3794244938226,71.7130261549872,79.0371173207834,76.5765443149998,68.8990487158376,13.2012508730302,10.0343521855924,9.2060911072403,14.8488573333928,9.53833732433903
"2626",2626,166664,"Molinero",32,"Spain",73.1924908849863,73.0153239601073,"Real Sporting de Gijón","Right",1,2,"RB",2,"2019","5'9","141lbs",70.2759665125214,45.5344364010577,67.8270676367013,71.1773824158984,54.2279524185791,59.0133311796308,66.0569456497815,40.3022157457152,58.7612787921017,73.0987823297069,70.7985948560825,75.4761231698138,76.1517218024132,72.4266998518378,73.6095868007034,69.4080049698985,80.3732248173056,72.7143508247399,70.3569442598523,59.0217913790041,79.6781910948215,66.4955239418904,59.3128303042913,58.5955897935617,49.2283107577462,65.3015007814733,72.921658891032,70.8403369472489,75.0812645245061,7.51055481917355,10.7634465155423,9.0183040193929,12.7159575241827,12.8800199710853
"2627",2627,238856,"Pedro Sá",24,"Portugal",72.6739350601638,80.2696638482619,"Portimonense SC","Left",1,2,"CDM",21,"2021","5'9","154lbs",42.7930204178689,38.4412820277158,61.2101487180386,71.7881732215748,48.7985335510694,61.9420832194619,66.8457338197745,40.0232214106737,75.417483066446,71.8638368868046,56.02336572106,63.1902822278754,76.9394866465649,76.7395908004102,74.8174997880916,77.2849632922009,77.0070721110898,84.0006016302516,67.0312757172367,52.4895940446679,81.6567756175995,67.9888856011291,47.1756629046116,55.4136643242247,51.0033911023202,71.8012126134994,61.6426497166898,75.7606313157749,69.8736264794129,6.76703019366254,8.54950942063929,6.33083093028657,10.6229245882649,7.11736740437917
"2628",2628,215049,"D. Pérez",29,"Argentina",73.3389556459792,73.1251847951693,"Colo-Colo","Left",1,3,"LB",15,"2019","5'6","146lbs",57.1853156460603,44.8808179780195,60.6922725184801,67.8170774463362,44.2265662905438,68.0358365152705,55.2362071036914,47.3527024712949,59.4173710536648,67.6485252983973,79.550140159874,80.5260659359001,82.2678805359722,71.7135663182529,86.0908541948062,69.2212133618848,88.1924585215239,91.156461286277,42.6354869016124,66.9390793704976,74.2244294062523,70.7713342146677,70.2036086636038,43.0424174639493,55.1411452074819,54.1410965924249,68.743708132058,71.6756471036673,72.5419434696243,14.0048667601109,16.6517703846292,10.7345014057582,10.7265204892757,13.6170502106021
"2629",2629,139274,"B. Cesar",35,"Slovenia",72.5466876220632,73.0173972546571,"Chievo Verona","Left",2,3,"CB",12,"2021","6'3","196lbs",19.0733920873041,13.6370329892773,74.0471085310649,54.4687042828405,28.5535039892929,54.7817322734075,23.5520949523522,27.2432151358707,54.1901229315396,58.0525916816422,33.1781065010817,31.383648048026,30.1261449638904,65.3836424212435,33.6149896036002,47.3442679831475,72.5753275433248,45.7491365314897,92.0604276227459,32.0829900197278,70.233302949822,77.8840504647442,19.9279475875942,25.2121358678056,46.1356623606888,74.9398816048416,59.4366358239404,76.6976252088346,72.4147558146274,9.87039135575785,7.91840903005446,4.10387091990134,12.4550918096085,11.0015861379072
"2630",2630,215050,"D. Braghieri",31,"Argentina",73.4894314609919,73.4475852477291,"Atlético Nacional","Left",1,2,"LCB",4,"2020","6'1","190lbs",27.8098537054518,35.1572365060088,74.7426935013548,62.6781953245214,36.816031108983,49.9942426174117,39.4002258315478,32.0444781246556,53.9745131084793,64.9711507015129,69.2123983554358,58.8674855135902,49.3958773691849,66.8708072926561,52.6886711068529,75.3594550951994,66.8151343739974,65.4506647229844,81.1707968577017,61.8155988470166,84.4707174777432,67.9885064652011,38.3233163382755,47.6596053266463,48.3390676709557,69.0208795654416,69.2167272104933,73.2530289544204,72.0824391285055,7.3007409886121,9.14346773660728,13.5733143725171,7.02032150450219,6.57073462778709
"2631",2631,188938,"C. Álvarez",32,"Argentina",73.0212107049641,72.6628611934687,"Real Zaragoza","Right",1,3,"GK",1,"2020","6'1","183lbs",14.2382773859688,11.6934896329349,12.4752455832379,20.0409765423875,15.1796983389252,13.3182808255742,11.6508050956704,13.825116462732,20.8530911561918,22.2459037512159,44.9583844357394,49.8195743618943,63.0957883795554,65.0714597462722,52.7199311335272,22.5827914149768,59.4741070239264,37.7167026792106,64.1718551649984,14.6334621085164,24.879646116333,23.5002837788192,17.1772905808996,30.843383218844,14.4634529987585,54.1667476284073,11.7514431734893,13.4278233825915,14.8949602820036,73.9101292500035,71.2022195819211,70.5141779618817,72.9073611455808,74.833914313653
"2632",2632,232459,"Carlos Ponck",23,"Cape Verde",72.6364021704728,78.0764339923265,"CD Aves","Right",1,2,"RCB",26,"2022","6'0","185lbs",44.2648857713345,34.8505073094321,71.3564551618026,59.3824726658941,33.0887273191123,59.419835162007,41.6793696002566,45.6980290745987,53.975247746402,61.4702176739335,62.7706508021249,67.2883510227999,58.8578227612906,66.3120644040572,55.8779676112261,68.9614132018335,89.4190660689336,77.1541367167477,76.927395146977,46.3399862960907,83.6144657431214,67.890062927384,44.5762791554569,45.3023099104042,48.751677580548,64.9244691545837,72.4399473547107,74.3653829075971,71.2099179265645,12.2921620668211,12.1692861946079,9.33597322316996,11.1236467603005,10.4486998333128
"2633",2633,226060,"R. Assalé",24,"Ivory Coast",72.7085612682255,77.4746799099796,"BSC Young Boys","Left",1,3,"RS",17,"2021","5'6","148lbs",67.6216188826979,75.9406382608794,45.001232412275,70.5960256967857,67.0872678125084,78.066865225366,56.956754738656,53.9826854721817,49.4458565999738,77.1512555267955,92.0081106396487,88.3297582619262,91.4984302091632,79.6739857642103,92.2273414455291,74.3748266989159,43.524291600182,79.1203159075337,39.8006977391749,65.0999996102477,40.0654496524742,21.7715146130555,76.5210527422839,68.6089923338318,53.9904032490428,66.17105873005,21.9084691337564,34.9374277979619,25.7659811090988,12.5944946495106,15.0976809340446,7.52615515523479,14.6838338763465,9.5035808049882
"2634",2634,215565,"M. Miazga",22,"United States",73.2472713800962,78.4295206333151,"FC Nantes","Right",1,3,"RCB",3,"Jun 30, 2019","6'4","185lbs",25.0021850526264,15.8475256095528,74.0549637345665,67.5863787702562,27.9970217405248,52.6587758677425,26.8362805610841,20.3625965143828,54.4054892346213,66.3219454607652,61.0055099857695,57.9524545949266,56.771519897459,68.1380098396847,41.1853830867806,34.2591123298399,78.6953224836035,67.4552333754284,82.350659312215,32.5275902869064,80.7350812111792,70.0985983017445,26.9978991203529,31.9375666863057,30.7687861786694,68.2326238166242,66.0236454782837,73.4243984630104,73.6854090107411,9.15673047613685,6.87042116709605,13.9504716134753,6.86127892191039,14.8479911144353
"2635",2635,220685,"Léo Bonatini",24,"Brazil",73.0197201480745,77.5410260681522,"Wolverhampton Wanderers","Right",1,4,"ST",33,"2022","6'0","183lbs",65.0805174028612,69.7358295318454,68.6376727411843,69.4215115212012,69.0478494256866,72.2647680788908,69.1917012805377,62.5299506593936,64.9490806680307,74.8007630218896,68.3579879918662,69.1779018447092,67.4016968070845,72.463480351325,63.421434066236,76.5520343669298,70.0209627929614,72.1974971283337,73.8790093540206,65.9368444509561,62.8681576787371,33.162154061537,77.1329956579996,68.548609616913,70.8715572273877,73.7087132379911,31.6958279149628,27.9007366295951,31.0011184870096,15.4749069744996,11.4252884753078,7.64154970582119,10.0571020617771,15.558346227615
"2636",2636,223245,"B. Fernández",23,"Argentina",73.0966264005412,79.4467066485682,"Club Necaxa","Right",1,4,"ST",11,"2019","5'7","163lbs",64.646183989683,68.4746254645667,66.1867622423046,74.1096686596133,63.7096161580409,77.3926596476097,72.8660847112321,68.2518498612176,63.719537651676,74.1213796377512,88.1377628154036,88.5605596059587,89.4805810786739,68.064285709413,85.5276220477687,77.1576358167658,82.6575010203525,75.2674392379615,59.1916356796651,67.382242631312,37.1635184297087,19.3162571419795,67.7204727903775,64.2235527444629,58.4823384172341,68.6268048038311,22.4132963629692,24.2566165786644,20.1683115082953,8.23009228924321,9.21382302550482,15.6498688447746,7.49740018022706,13.0387954603938
"2637",2637,193549,"S. Hutchinson",27,"England",73.1393582873528,73.5609805621387,"Millwall","Right",1,3,"RCB",4,"2020","6'2","176lbs",46.9766434408207,21.8052265178099,71.5587931386261,52.7620330178581,17.4401675564159,53.1430513872247,49.326163782306,35.0713626018907,59.364904077346,57.988513927604,53.8873086528106,61.1493829793886,56.0979678857321,67.7349293102283,54.1251854347353,54.5225064733165,81.9151102963489,73.2517817125569,85.8878111667103,22.1339894803918,79.6046427059168,72.4276269844382,22.7076606320427,53.2493586498016,25.6791357607805,58.0966499738324,71.668980278932,71.6455122708146,70.9029001346477,8.34607761949667,10.5043234912051,12.2446803543366,13.2738160368257,16.2225847986017
